emp_no,first_name,last_name,title,from_date,salary
220926,Xiahua,Brobst,Technique Leader,1994-02-16,44496
22263,Xiahua,Claffy,Staff,1988-08-09,58364
28755,Xiahua,Cmelik,Senior Staff,1990-08-12,40000
462763,Xiahua,Collette,Senior Staff,1991-09-20,40000
446200,Xiahua,Compeau,Engineer,1985-06-03,40495
295802,Xiahua,Engelmann,Engineer,1992-11-16,44662
475396,Xiahua,Fiutem,Staff,1986-09-28,53037
420617,Xiahua,Gilg,Senior Staff,1992-08-10,66181
434004,Xiahua,Haddadi,Senior Staff,1986-05-24,55050
91270,Xiahua,Hiraishi,Senior Engineer,1985-12-16,65288
19381,Xiahua,Holburn,Staff,1986-10-07,82438
454659,Xiahua,Kamber,Senior Engineer,1987-08-05,53309
90913,Xiahua,Levergood,Senior Engineer,1985-12-02,49708
441117,Xiahua,Mondadori,Senior Engineer,1987-02-21,49245
287417,Xiahua,Monkewich,Assistant Engineer,1988-05-02,56271
443218,Xiahua,Noriega,Engineer,1998-03-11,53449
289983,Xiahua,Peek,Engineer,1987-08-01,48886
37937,Xiahua,Pero,Senior Staff,1987-08-09,74014
214741,Xiahua,Piazza,Senior Engineer,1985-06-24,47215
407419,Xiahua,Pietracaprina,Senior Staff,1993-05-31,70073
291840,Xiahua,Riefers,Senior Engineer,1986-12-18,40000
14107,Xiahua,Rindone,Staff,1991-12-15,82396
72928,Xiahua,Rosay,Staff,1989-04-21,48666
474173,Xiahua,Slaats,Senior Engineer,1986-07-09,40000
423302,Xiahua,Strooper,Senior Engineer,1987-09-19,40000
12123,Xiahua,Syrzycki,Senior Staff,1987-07-18,64879
288641,Xiahua,Thisen,Staff,1988-10-22,40000
416503,Xiahua,Validov,Engineer,1988-09-20,55945
294022,Xiahua,Vidal,Engineer,1986-12-28,52416
63023,Xiahua,Wendorf,Senior Engineer,1988-08-24,57476
266190,Xiahua,Xiaoshan,Engineer,1991-11-02,40000
233594,Xiahua,Yamaashi,Senior Staff,1986-03-24,80687
429596,Xiahua,Zyda,Engineer,1988-06-27,40000
210638,Xianlong,Bach,Engineer,1995-02-02,45958
255971,Xianlong,Beilner,Staff,1988-08-12,61645
104748,Xianlong,Bennet,Senior Staff,1987-01-18,40000
409188,Xianlong,Bonifati,Senior Engineer,1996-04-11,40000
465328,Xianlong,Cesareni,Senior Engineer,1989-09-24,51100
491020,Xianlong,Chartres,Senior Staff,1989-01-05,40000
413272,Xianlong,Comellas,Engineer,1998-12-27,53367
93754,Xianlong,Ernst,Staff,1997-08-24,51626
92646,Xianlong,Fadgyas,Engineer,1986-02-16,66314
217560,Xianlong,Farrag,Engineer,1994-04-28,40000
58576,Xianlong,Fraisse,Senior Engineer,1988-01-21,52093
477194,Xianlong,Furedi,Senior Engineer,1989-05-02,49694
430339,Xianlong,Gubsky,Engineer,1995-05-26,41957
19318,Xianlong,Halevi,Senior Staff,1986-09-24,55717
109101,Xianlong,Hennings,Staff,1986-02-07,85039
260642,Xianlong,Kemmerer,Senior Staff,1986-07-06,40000
297343,Xianlong,Kinley,Senior Engineer,1985-07-17,61688
58516,Xianlong,Knightly,Staff,1990-11-13,70580
75172,Xianlong,Kohling,Senior Engineer,1999-12-09,48451
274020,Xianlong,Kusalik,Senior Engineer,1986-12-05,65294
208087,Xianlong,Lueh,Staff,1986-06-23,43147
278396,Xianlong,Marakhovsky,Senior Staff,1988-06-29,69309
109052,Xianlong,McFarlin,Senior Engineer,1988-07-06,65126
52071,Xianlong,Milicic,Senior Staff,1986-10-26,84726
467706,Xianlong,Nastansky,Senior Staff,1992-07-08,68383
467520,Xianlong,Onuegbe,Staff,1996-12-31,82039
277334,Xianlong,Oppitz,Senior Staff,1988-08-15,40000
269617,Xianlong,Perng,Senior Engineer,1986-11-07,40000
280496,Xianlong,Potthoff,Senior Staff,1991-10-25,40000
201933,Xianlong,Ranst,Staff,1992-10-27,79754
243804,Xianlong,Salinas,Engineer,1987-09-15,64903
93960,Xianlong,Seghrouchni,Staff,1985-04-23,79786
41985,Xianlong,Serra,Engineer,1987-12-29,75389
457842,Xianlong,Sidou,Senior Engineer,1993-08-08,40000
288552,Xianlong,Swist,Senior Staff,1994-01-30,58125
480544,Xianlong,Thambidurai,Staff,1985-09-25,40000
254167,Xianlong,Tibblin,Staff,1988-08-02,59272
261372,Xianlong,Uhrig,Senior Engineer,1992-03-06,40000
263088,Xianlong,Undy,Senior Staff,1994-07-31,41440
209724,Xianlong,Viele,Senior Staff,1988-05-17,69868
240196,Xianlong,Vigier,Staff,1988-02-02,65414
495718,Xianlong,Vitiello,Senior Engineer,1993-03-20,46202
433926,Xiaobin,Alblas,Technique Leader,1990-01-22,41355
266945,Xiaobin,Aseltine,Engineer,1997-12-02,51419
423679,Xiaobin,Azuma,Engineer,1986-03-02,40000
234848,Xiaobin,Bael,Senior Engineer,1986-11-06,40000
410831,Xiaobin,Baer,Staff,1992-05-09,67971
27282,Xiaobin,Bahi,Senior Staff,1988-03-11,66217
409989,Xiaobin,Beerel,Staff,1997-12-06,51407
14911,Xiaobin,Chelton,Engineer,1987-04-06,62738
21704,Xiaobin,Chorvat,Engineer,1991-03-14,40000
231034,Xiaobin,Coors,Staff,1996-08-27,67819
264306,Xiaobin,Curless,Senior Staff,1989-08-25,40000
406380,Xiaobin,Cyne,Senior Engineer,1985-12-30,40082
10215,Xiaobin,Duclos,Senior Staff,1991-11-23,43944
51166,Xiaobin,Ginesta,Engineer,1985-07-08,61207
85119,Xiaobin,Himler,Senior Staff,1987-12-01,57534
204134,Xiaobin,Hofmeyr,Staff,1985-09-30,82203
265682,Xiaobin,Irland,Senior Staff,1987-05-15,56320
263061,Xiaobin,Jenevein,Staff,1994-04-21,65580
97628,Xiaobin,Luck,Senior Engineer,1990-07-12,40000
12165,Xiaobin,Maquelin,Senior Engineer,1994-08-29,41951
485823,Xiaobin,Miara,Senior Engineer,1987-01-25,55795
289079,Xiaobin,Montemayor,Engineer,1987-02-27,40000
37166,Xiaobin,Pfau,Senior Engineer,1990-07-14,46858
29871,Xiaobin,Pocchiola,Engineer,1988-03-12,56260
45055,Xiaobin,Radhakrishnan,Senior Engineer,1993-08-23,43138
438578,Xiaobin,Ruther,Senior Engineer,1987-07-23,60866
38922,Xiaobin,Sewelson,Senior Staff,1993-03-14,40000
219739,Xiaobin,Shinomoto,Senior Engineer,1987-03-29,43495
13787,Xiaobin,Sinicrope,Engineer,1990-10-30,40000
482863,Xiaobin,Spieker,Senior Staff,1995-02-01,52249
262572,Xiaobin,Srimani,Senior Staff,1990-10-22,81779
427274,Xiaobin,Stellhorn,Staff,1986-02-18,40000
414780,Xiaobin,Strehl,Staff,1997-05-17,59090
253847,Xiaobin,Suermann,Senior Engineer,1988-05-25,53289
36617,Xiaobin,Sullins,Senior Engineer,1985-02-27,40000
91756,Xiaobin,Vandervoorde,Staff,1999-03-18,72998
96897,Xiaobin,Willoner,Engineer,1994-04-19,40000
65490,Xiaobin,Wixon,Senior Engineer,1995-05-26,52904
64904,Xiaocheng,Aloia,Senior Engineer,1985-03-14,41045
470116,Xiaocheng,Anily,Engineer,1990-11-05,40000
447045,Xiaocheng,Baak,Senior Staff,1991-05-16,74872
484458,Xiaocheng,Bahk,Engineer,1985-11-21,52908
73841,Xiaocheng,Beznosov,Senior Staff,1985-06-02,71616
440707,Xiaocheng,Dalphin,Staff,1998-06-25,40710
492236,Xiaocheng,Delgrande,Staff,1988-07-22,58097
62350,Xiaocheng,Erde,Senior Staff,1988-02-16,50450
245349,Xiaocheng,Falck,Engineer,1987-01-02,47411
257086,Xiaocheng,Ghalwash,Senior Engineer,1985-03-23,57585
289189,Xiaocheng,Gide,Staff,1987-04-14,40000
95256,Xiaocheng,Hennings,Staff,1986-05-15,40000
57397,Xiaocheng,Hmelo,Staff,1990-02-05,69434
228478,Xiaocheng,Kulisch,Engineer,1991-08-19,40000
45593,Xiaocheng,Litzler,Senior Engineer,1988-07-27,52190
284385,Xiaocheng,Marletta,Staff,1999-04-09,67060
418441,Xiaocheng,Marquardt,Senior Engineer,1987-03-06,40000
17869,Xiaocheng,Prochazka,Assistant Engineer,1995-07-01,40000
421301,Xiaocheng,Quadeer,Senior Staff,1987-07-17,52031
263234,Xiaocheng,Rassart,Senior Staff,1989-01-14,40000
30374,Xiaocheng,Reinhart,Engineer,1988-01-19,40000
82227,Xiaocheng,Sethi,Engineer,1993-04-26,52214
224920,Xiaocheng,Sigstam,Assistant Engineer,1987-05-21,64184
105003,Xiaocheng,Taubman,Senior Engineer,1997-09-29,40000
258599,Xiaocheng,Veccia,Staff,1988-03-22,50933
418471,Xiaoheng,Aloisi,Staff,1998-08-08,72191
66460,Xiaoheng,Antonisse,Technique Leader,1985-03-21,40000
219102,Xiaoheng,Arlazarov,Senior Staff,1988-12-03,74072
453003,Xiaoheng,Attimonelli,Engineer,1986-05-12,69444
236812,Xiaoheng,Azadmanesh,Senior Engineer,1987-12-21,64704
227808,Xiaoheng,Babb,Staff,1987-06-29,40000
101209,Xiaoheng,Backhouse,Staff,1985-10-29,50849
482935,Xiaoheng,Besancenot,Engineer,1988-01-05,40000
67554,Xiaoheng,Bhattacharjee,Technique Leader,1985-02-23,41865
58797,Xiaoheng,Breugel,Senior Staff,1986-10-03,64060
41399,Xiaoheng,Broomell,Engineer,1992-12-27,40000
489823,Xiaoheng,Bugrara,Senior Engineer,1986-08-27,49719
492533,Xiaoheng,Busillo,Staff,1998-03-27,65297
236696,Xiaoheng,Cappelli,Engineer,1988-06-10,51766
53942,Xiaoheng,Carrere,Senior Staff,1986-09-11,40000
62841,Xiaoheng,Cesareni,Senior Staff,1988-12-10,43806
65243,Xiaoheng,Chinen,Assistant Engineer,1987-08-10,55547
101414,Xiaoheng,DasSarma,Senior Staff,1987-05-08,50029
276764,Xiaoheng,Emmart,Senior Staff,1996-12-13,62510
443404,Xiaoheng,Feldhoffer,Staff,1988-03-15,79072
450219,Xiaoheng,Gruenwald,Senior Staff,1988-12-19,40000
453214,Xiaoheng,Hennebert,Senior Engineer,1986-12-18,56784
245010,Xiaoheng,Kabayashi,Senior Engineer,1994-04-20,40000
247826,Xiaoheng,Kopetz,Senior Staff,1986-09-16,40000
431316,Xiaoheng,Krohm,Staff,1987-07-05,42501
471577,Xiaoheng,Maccarone,Senior Engineer,1997-03-26,40000
468947,Xiaoheng,Manders,Engineer,1985-08-14,73536
474898,Xiaoheng,Marletta,Engineer,1988-04-27,40000
269672,Xiaoheng,Masaki,Engineer,1985-12-25,40000
493638,Xiaoheng,Pulkowski,Staff,1992-07-13,40000
99570,Xiaoheng,Rodham,Technique Leader,1985-11-21,40000
59513,Xiaoheng,Rosaz,Senior Engineer,1986-10-02,40000
104352,Xiaoheng,Samarati,Senior Staff,1988-09-23,59241
453635,Xiaoheng,Soloway,Staff,1987-08-12,63610
249719,Xiaoheng,Staudhammer,Staff,1997-06-15,40000
467222,Xiaoheng,Suri,Engineer,1996-06-09,63938
81558,Xiaoheng,Varman,Staff,1989-06-11,54444
438917,Xiaoheng,Waleschkowski,Staff,1989-05-07,40000
23490,Xiaoheng,Zumaque,Engineer,1985-10-07,40000
19709,Xiaopeng,Asmuth,Senior Engineer,1986-03-22,62904
460491,Xiaopeng,Birge,Senior Engineer,1987-04-14,43312
278020,Xiaopeng,Chaudhuri,Engineer,1986-01-30,40000
458665,Xiaopeng,Chepyzhov,Engineer,1985-02-16,53776
247150,Xiaopeng,Cochrane,Engineer,1997-10-30,40000
440373,Xiaopeng,Constantine,Senior Engineer,1985-09-28,40000
67032,Xiaopeng,Erdmenger,Engineer,1985-02-24,42564
276494,Xiaopeng,Ermel,Senior Engineer,1991-06-12,66983
64556,Xiaopeng,Fritzsche,Engineer,1996-05-21,40000
78598,Xiaopeng,Garnier,Staff,1987-11-09,40000
100576,Xiaopeng,Gluchowski,Staff,1985-05-22,65164
480176,Xiaopeng,Haddadi,Assistant Engineer,1996-01-04,74254
239871,Xiaopeng,Hatcliff,Senior Staff,1993-04-17,58777
459831,Xiaopeng,Hennings,Technique Leader,1987-05-03,46874
256663,Xiaopeng,Highland,Staff,1988-01-07,68140
436982,Xiaopeng,Itzigehl,Staff,1999-09-03,75911
279673,Xiaopeng,Leppanen,Senior Staff,1987-02-22,48674
100317,Xiaopeng,Lorys,Senior Staff,1987-12-11,73886
74914,Xiaopeng,Melter,Senior Engineer,1987-06-16,71780
275283,Xiaopeng,Ozery,Senior Engineer,1991-05-29,55602
86823,Xiaopeng,Perly,Engineer,1994-01-27,40000
482237,Xiaopeng,Ranka,Senior Engineer,1987-09-10,40000
432298,Xiaopeng,Sankaranarayanan,Engineer,1999-04-05,59177
249603,Xiaopeng,Seuren,Staff,1996-05-23,43340
264097,Xiaopeng,Suermann,Engineer,1985-11-29,40000
418811,Xiaopeng,Unni,Engineer,1985-03-03,56539
498485,Xiaoqiang,Anger,Senior Engineer,1986-11-12,40000
472857,Xiaoqiang,Aseltine,Engineer,1985-07-19,69772
432083,Xiaoqiang,Assaf,Engineer,1986-12-09,40000
245953,Xiaoqiang,Azuma,Technique Leader,1986-08-23,40000
483904,Xiaoqiang,Berztiss,Senior Staff,1997-08-26,54002
78548,Xiaoqiang,Boissier,Engineer,1996-06-16,45642
108440,Xiaoqiang,Conta,Senior Staff,1987-04-27,60258
37068,Xiaoqiang,Delgrande,Senior Staff,1988-03-20,67150
468245,Xiaoqiang,Erev,Engineer,1994-04-16,66469
81338,Xiaoqiang,Erol,Senior Staff,1992-07-28,46208
41666,Xiaoqiang,Eugenio,Staff,1985-02-18,41087
23230,Xiaoqiang,Fendler,Technique Leader,1987-03-05,40000
465539,Xiaoqiang,Ferretti,Technique Leader,1986-09-27,40000
467787,Xiaoqiang,Ferriere,Senior Staff,1987-06-03,53627
478782,Xiaoqiang,Jiafu,Engineer,1996-03-27,40000
102804,Xiaoqiang,Kolvik,Technique Leader,1988-06-10,65584
469502,Xiaoqiang,Lung,Engineer,1993-05-03,43480
89476,Xiaoqiang,Perna,Senior Engineer,1985-05-27,40000
61244,Xiaoqiang,Peternell,Staff,1999-07-28,46530
277415,Xiaoqiang,Ramamoorthy,Technique Leader,1986-11-30,51226
419593,Xiaoqiang,Reeken,Engineer,1990-03-21,50994
58446,Xiaoqiang,Reghbati,Senior Staff,1996-03-07,77912
265456,Xiaoqiang,Reutenauer,Senior Engineer,1988-11-28,40000
34257,Xiaoqiang,Roisin,Senior Engineer,1994-10-11,40000
497582,Xiaoqiang,Rosen,Senior Engineer,1986-12-05,59639
89300,Xiaoqiang,Schaar,Senior Engineer,1990-04-26,40000
467707,Xiaoqiang,Speckmann,Engineer,1985-06-01,40000
431895,Xiaoqiang,Speel,Senior Staff,1987-11-27,76744
265332,Xiaoqiang,Szemeredi,Engineer,1987-10-12,40000
470639,Xiaoqiang,Thebaut,Staff,1987-04-24,54651
268678,Xiaoqiang,Tsukune,Senior Staff,1987-12-08,46052
90672,Xiaoqiang,Vernadat,Senior Engineer,1988-09-15,57552
440640,Xiaoqiang,Vieri,Senior Staff,1987-01-20,54764
218459,Xiaoqiu,Casley,Engineer,1987-09-12,46773
289101,Xiaoqiu,Chaudhuri,Senior Engineer,1997-08-04,69019
468730,Xiaoqiu,Christianini,Senior Staff,1989-01-03,50777
295578,Xiaoqiu,Conte,Engineer,1995-08-03,56722
442938,Xiaoqiu,Cusworth,Staff,1996-01-26,40000
467971,Xiaoqiu,DeMori,Senior Engineer,1991-09-13,47412
204259,Xiaoqiu,Denis,Senior Staff,1987-06-16,40000
202063,Xiaoqiu,Flanders,Staff,1998-05-01,54353
290390,Xiaoqiu,Gornas,Senior Engineer,1987-11-11,40000
79772,Xiaoqiu,Gulik,Senior Staff,1987-11-13,69129
428923,Xiaoqiu,Hasenauer,Senior Engineer,1987-07-09,55769
471981,Xiaoqiu,Huhdanpaa,Senior Engineer,1998-12-16,47241
288099,Xiaoqiu,Huttel,Senior Staff,1992-07-25,89866
430206,Xiaoqiu,Improta,Senior Staff,1987-09-03,52125
486967,Xiaoqiu,Kalloufi,Senior Staff,1988-12-10,60024
204871,Xiaoqiu,Knightly,Senior Engineer,1997-07-27,44751
267480,Xiaoqiu,Koshiba,Engineer,1985-12-01,40000
50220,Xiaoqiu,Kusalik,Technique Leader,1989-03-29,76339
483965,Xiaoqiu,Leuchs,Engineer,1988-09-26,77646
61623,Xiaoqiu,Luce,Senior Engineer,1998-12-13,48792
439310,Xiaoqiu,Marsiglia,Senior Engineer,1991-01-18,47508
227005,Xiaoqiu,Nitsche,Staff,1988-07-29,64439
489702,Xiaoqiu,Noriega,Staff,1987-03-27,47203
22437,Xiaoqiu,Orsini,Engineer,1994-10-10,41444
42856,Xiaoqiu,Ranka,Engineer,1988-02-13,62039
466070,Xiaoqiu,Ranta,Engineer,1986-05-06,46974
276451,Xiaoqiu,Riefers,Senior Staff,1991-11-21,70445
404449,Xiaoqiu,Schnelling,Engineer,1988-02-13,45960
405934,Xiaoqiu,Soloway,Engineer,1991-02-04,47547
36340,Xiaoqiu,Speek,Senior Engineer,1985-08-29,53971
280355,Xiaoqiu,Stroustrup,Staff,1990-08-19,71794
274706,Xiaoqiu,Thimonier,Staff,1997-06-01,56651
84146,Xiaoqiu,Vecchio,Engineer,1988-12-03,40000
32925,Xiaoqiu,Zwicker,Senior Staff,1993-09-06,40000
409717,Xiaoqiu,Zyda,Engineer,1987-09-02,40952
204220,Xiaoshan,Bain,Staff,1988-09-24,58868
226385,Xiaoshan,Broomell,Senior Engineer,1987-03-25,53530
418671,Xiaoshan,Calkin,Senior Staff,1988-10-17,62129
58125,Xiaoshan,Cesareni,Assistant Engineer,1986-01-19,51416
65746,Xiaoshan,Chiola,Senior Engineer,1986-04-19,72739
492614,Xiaoshan,Frolund,Senior Staff,1991-01-27,79697
247395,Xiaoshan,Gargeya,Staff,1996-04-30,40000
480158,Xiaoshan,Gente,Senior Staff,1986-10-07,76812
278900,Xiaoshan,Grospietsch,Senior Engineer,1986-10-21,40000
231554,Xiaoshan,Hennings,Engineer,1986-12-02,67222
427935,Xiaoshan,Jonsson,Senior Engineer,1988-09-16,81751
446533,Xiaoshan,Kalorkoti,Senior Engineer,1987-12-13,48512
251141,Xiaoshan,Kroha,Technique Leader,1986-12-28,52168
248304,Xiaoshan,Krohn,Senior Engineer,1985-03-10,56773
290891,Xiaoshan,Krupka,Senior Staff,1995-02-12,40000
497781,Xiaoshan,Luit,Senior Engineer,1986-12-15,57703
467972,Xiaoshan,Magalhaes,Assistant Engineer,1992-09-08,67039
91246,Xiaoshan,Makrucki,Engineer,1987-06-17,46361
59824,Xiaoshan,Marwedel,Assistant Engineer,1998-02-06,47939
256293,Xiaoshan,Menhoudj,Senior Staff,1985-08-02,40000
464588,Xiaoshan,Pargas,Senior Staff,1988-08-20,41483
259562,Xiaoshan,Pesch,Engineer,1985-09-17,40000
431599,Xiaoshan,Pettit,Senior Engineer,1987-10-22,44756
20130,Xiaoshan,Picco,Staff,1987-01-05,78448
447800,Xiaoshan,Polupanov,Staff,1999-04-15,61578
228961,Xiaoshan,Poupard,Senior Engineer,1996-10-15,40000
470085,Xiaoshan,Rajala,Engineer,1985-03-01,80218
277296,Xiaoshan,Randi,Senior Engineer,1994-03-02,74172
450063,Xiaoshan,Rodier,Staff,1995-10-27,40000
456421,Xiaoshan,Rosiles,Technique Leader,1992-10-15,40000
421410,Xiaoshan,Schiper,Technique Leader,1994-03-24,47303
98297,Xiaoshan,Serot,Engineer,1988-06-11,45625
299924,Xiaoshan,Stemann,Staff,1997-06-23,40000
279236,Xiaoshan,Tsukuda,Engineer,1998-05-03,46629
427086,Xiaoshan,Vecchi,Senior Engineer,1994-09-17,42634
230054,Xiaoshan,Waschkowski,Staff,1988-08-05,67204
34630,Xiaoshan,Whittlesey,Senior Staff,1990-06-22,63282
92627,Xiaoshan,Yurek,Senior Staff,1988-01-29,60034
233155,Xinan,Brookner,Engineer,1990-03-05,40575
57118,Xinan,Champarnaud,Engineer,1998-07-29,48977
223009,Xinan,Codenie,Engineer,1991-09-01,40000
49115,Xinan,Engelmann,Staff,1991-03-19,52039
99297,Xinan,Erman,Engineer,1992-06-26,54074
216720,Xinan,Etalle,Engineer,1986-03-14,40000
74903,Xinan,Farris,Senior Staff,1985-04-01,50356
452796,Xinan,Flexer,Staff,1996-12-09,40000
478878,Xinan,Gist,Senior Engineer,1987-07-29,42492
253501,Xinan,Gladwell,Staff,1986-02-15,40000
244402,Xinan,Godskesen,Senior Staff,1987-04-21,57608
260066,Xinan,Guenter,Senior Staff,1985-07-19,45792
449325,Xinan,Hebert,Senior Engineer,1987-03-18,40000
411195,Xinan,Hertweck,Senior Staff,1985-12-17,72886
40384,Xinan,Irland,Staff,1985-07-05,40000
285688,Xinan,Itzfeldt,Staff,1988-04-03,40000
228774,Xinan,Klyachko,Engineer,1989-02-05,40000
439354,Xinan,Lorys,Senior Staff,1986-11-28,88608
78693,Xinan,Luce,Staff,1998-02-22,40000
30948,Xinan,Lunt,Engineer,1995-05-27,50840
206272,Xinan,Miake,Senior Engineer,1985-12-02,44442
474641,Xinan,Nastansky,Engineer,1987-02-06,66490
203187,Xinan,Orsini,Staff,1996-01-20,64706
477199,Xinan,Paciorek,Senior Engineer,1987-11-28,45199
53334,Xinan,Papadias,Engineer,1995-05-25,40000
454247,Xinan,Perfilyeva,Staff,1985-06-07,56007
440364,Xinan,Preusig,Engineer,1995-08-21,41725
255422,Xinan,Przulj,Senior Staff,1991-02-21,50283
34610,Xinan,Ranum,Engineer,1994-08-26,40000
245535,Xinan,Reeken,Technique Leader,1985-09-17,40000
499134,Xinan,Rosch,Senior Engineer,1985-07-14,40000
436697,Xinan,Sanella,Senior Engineer,1989-03-15,40000
72969,Xinan,Setia,Staff,1999-09-22,78665
476998,Xinan,Uhrig,Staff,1999-07-17,40748
57261,Xinan,Usdin,Senior Engineer,1996-05-22,55820
471444,Xinan,Welham,Senior Staff,1994-08-03,66925
12082,Xinan,Yamaashi,Staff,1986-01-29,72118
464477,Xinan,Yurek,Staff,1994-04-12,40000
436413,Xinan,Zschoche,Senior Engineer,1994-04-18,48215
13062,Xinglin,Baak,Technique Leader,1993-01-08,55665
223091,Xinglin,Babb,Technique Leader,1992-07-31,67382
23342,Xinglin,Berendt,Senior Staff,1987-01-27,40000
496632,Xinglin,Berstel,Engineer,1998-01-19,42630
227752,Xinglin,Birch,Senior Staff,1986-03-12,40000
27787,Xinglin,Bondorf,Senior Engineer,1996-02-23,40000
103947,Xinglin,Businaro,Engineer,1999-04-18,59044
414142,Xinglin,Chenney,Senior Staff,1992-04-19,40000
85096,Xinglin,Feinberg,Engineer,1998-02-08,40000
18571,Xinglin,Flowers,Engineer,1987-04-14,70621
19445,Xinglin,Gecsel,Engineer,1998-11-02,46101
462859,Xinglin,Gire,Engineer,1996-06-23,40000
225681,Xinglin,Guerreiro,Staff,1986-11-10,40000
242586,Xinglin,Gulik,Senior Staff,1987-08-29,57051
466556,Xinglin,Karnin,Engineer,1988-11-20,40000
493739,Xinglin,Kroha,Engineer,1999-02-13,40000
222384,Xinglin,Krybus,Staff,1988-02-19,40000
102708,Xinglin,Marletta,Senior Staff,1988-02-22,54392
433094,Xinglin,Matzke,Senior Engineer,1985-10-19,49912
403979,Xinglin,Morrin,Senior Staff,1989-01-23,46518
90100,Xinglin,Munoz,Engineer,1998-04-24,40000
453072,Xinglin,Muntz,Engineer,1988-07-09,40000
229701,Xinglin,Nollmann,Engineer,1985-05-13,45356
230716,Xinglin,Panangaden,Senior Staff,1994-04-10,77088
447614,Xinglin,Penn,Senior Engineer,1992-11-10,47295
229488,Xinglin,Pintelas,Staff,1985-10-03,69184
451908,Xinglin,Polajnar,Senior Staff,1986-01-14,62002
89030,Xinglin,Prochazka,Senior Engineer,1985-04-29,40000
84592,Xinglin,Ressouche,Senior Engineer,1986-06-21,40000
264786,Xinglin,Riefers,Senior Staff,1989-01-30,63505
265674,Xinglin,Sherertz,Engineer,1988-08-14,58973
210553,Xinglin,Suermann,Staff,1986-07-18,40000
407828,Xinglin,Sundgren,Staff,1987-08-14,55684
298687,Xinglin,Tetzlaff,Engineer,1985-10-27,40000
79958,Xinglin,Versino,Senior Engineer,1991-02-13,44663
90936,Xinglin,Yavatkar,Staff,1989-04-23,92208
57051,Xinyu,Angot,Engineer,1999-09-04,40000
288115,Xinyu,Bahl,Senior Engineer,1990-03-10,40000
287749,Xinyu,Boudaillier,Senior Staff,1988-04-01,68902
215467,Xinyu,Capobianchi,Staff,1996-09-28,40000
407185,Xinyu,Christianini,Senior Engineer,1987-01-06,40000
475377,Xinyu,Dayana,Engineer,1994-02-28,48367
42781,Xinyu,Dechter,Staff,1995-07-01,40000
235366,Xinyu,Esteva,Technique Leader,1997-02-01,40000
274991,Xinyu,Gide,Staff,1988-12-26,99624
448047,Xinyu,Gini,Senior Engineer,1986-10-13,69118
452221,Xinyu,Hainaut,Staff,1988-09-09,65502
433950,Xinyu,Heusch,Senior Staff,1993-05-29,67137
217200,Xinyu,Hutter,Engineer,1994-01-24,45790
288973,Xinyu,Kaiser,Senior Staff,1987-08-07,81828
266004,Xinyu,Kaiserswerth,Staff,1988-06-16,56504
48023,Xinyu,Kaminger,Senior Staff,1998-07-11,43564
261960,Xinyu,Mahnke,Engineer,1986-11-20,49578
270737,Xinyu,Marsiglia,Senior Engineer,1985-08-27,52274
90994,Xinyu,Merel,Engineer,1988-01-24,52831
417328,Xinyu,Molenaar,Staff,1987-01-28,62624
37620,Xinyu,Morton,Staff,1986-03-29,40000
243766,Xinyu,Oppitz,Engineer,1995-11-22,50444
232878,Xinyu,Peroz,Staff,1992-08-04,40845
222475,Xinyu,Petereit,Senior Engineer,1987-09-29,40000
455554,Xinyu,Pietrzykowski,Senior Staff,1995-01-01,45280
12635,Xinyu,Restivo,Engineer,1995-02-03,40000
85939,Xinyu,Schlegelmilch,Senior Staff,1986-12-03,80062
415375,Xinyu,Sgarro,Senior Staff,1986-08-02,79544
256119,Xinyu,Smailagic,Senior Engineer,1999-05-15,70804
401214,Xinyu,Stenning,Senior Staff,1986-04-20,40000
292970,Xinyu,Strandh,Senior Staff,1985-11-25,68724
107816,Xinyu,Validov,Senior Engineer,1985-02-16,42366
99769,Xinyu,Winter,Senior Staff,1995-07-25,67904
30791,Xiong,Ariola,Technique Leader,1986-09-13,40000
458766,Xiong,Benzmuller,Senior Staff,1985-12-03,47602
52066,Xiong,Bojadziev,Senior Staff,1987-01-28,54319
451313,Xiong,Chinin,Engineer,1988-06-19,40000
452855,Xiong,Edelhoff,Technique Leader,1986-10-12,44512
404503,Xiong,Facello,Staff,1987-12-27,56815
212992,Xiong,Ferretti,Assistant Engineer,1986-01-14,46681
264723,Xiong,Furudate,Senior Staff,1997-04-05,57162
464531,Xiong,Gurbaxani,Senior Staff,1988-07-08,53850
285531,Xiong,Herber,Staff,1987-05-25,40000
271572,Xiong,Jahnichen,Senior Engineer,1988-09-13,45194
448089,Xiong,Kalloufi,Technique Leader,1985-06-03,71205
248885,Xiong,Kieras,Staff,1988-05-12,82421
468184,Xiong,Klerer,Senior Engineer,1988-12-27,40000
51724,Xiong,Kolvik,Assistant Engineer,1986-11-20,73463
62758,Xiong,Kornatzky,Senior Engineer,1989-08-26,61104
107359,Xiong,Lamma,Senior Staff,1987-12-05,69866
45507,Xiong,Lamparter,Senior Engineer,1988-04-16,51514
205903,Xiong,Matzel,Senior Engineer,1987-05-03,48650
432432,Xiong,Michaels,Engineer,1998-10-02,61022
422673,Xiong,Miculan,Senior Staff,1994-04-17,58194
20624,Xiong,Nanard,Assistant Engineer,1997-05-24,42597
16988,Xiong,Peron,Senior Staff,1990-12-29,47878
81517,Xiong,Reutenauer,Senior Staff,1988-01-27,90488
